Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,106.800003,107.949997,106.500000,107.750000,104.344383,40838533
2022-09-13,108.000000,108.699997,107.550003,107.750000,104.344383,44179394
2022-09-14,106.300003,110.400002,105.800003,109.150002,105.700134,86379872
2022-09-15,108.650002,109.000000,106.500000,107.000000,103.618088,62926791
2022-09-16,106.199997,107.500000,105.000000,105.699997,102.359169,107967267
2022-09-19,106.199997,106.199997,103.000000,103.099998,99.841347,51146568
2022-09-20,104.199997,106.349998,104.000000,105.800003,102.456017,52140254
2022-09-21,105.800003,107.199997,104.300003,104.449997,101.148682,46142823
2022-09-22,104.449997,105.300003,103.500000,103.599998,100.325546,61380323
2022-09-23,106.199997,107.900002,103.750000,104.300003,101.003426,109765520
2022-09-26,104.400002,104.449997,98.500000,99.849998,96.694069,101291962
2022-09-27,101.349998,101.349998,96.500000,97.650002,94.563606,104949032
2022-09-28,96.550003,97.849998,95.000000,95.199997,92.191040,71724106
2022-09-29,97.000000,98.250000,96.400002,96.849998,93.788895,60884592
2022-09-30,96.849998,100.400002,95.699997,99.300003,96.161461,66436616
2022-10-03,99.599998,99.650002,98.000000,98.349998,95.241486,37282313
2022-10-04,100.300003,101.500000,100.000000,101.150002,97.952988,40186702
2022-10-06,102.000000,103.800003,101.750000,103.550003,100.277130,48169310
2022-10-07,103.300003,103.500000,101.900002,103.300003,100.035034,36080875
2022-10-10,102.000000,103.500000,101.150002,103.199997,99.938187,36641275
2022-10-11,103.550003,103.650002,99.800003,100.349998,97.178268,41083734
2022-10-12,100.349998,101.199997,99.000000,100.550003,97.371948,41357469
2022-10-13,101.099998,101.800003,98.800003,100.099998,96.936172,34668093
2022-10-14,101.849998,102.800003,99.900002,100.099998,96.936172,32456805
2022-10-17,99.750000,100.400002,98.099998,99.550003,96.403557,37568783
2022-10-18,100.300003,101.000000,99.800003,100.650002,97.468788,30722156
2022-10-19,100.599998,101.250000,99.699997,100.050003,96.887756,38764542
2022-10-20,99.500000,101.199997,98.800003,100.900002,97.710892,38091315
2022-10-21,100.849998,101.449997,99.349998,100.199997,97.033005,30973997
2022-10-24,102.000000,102.099998,101.000000,101.199997,98.001404,7480281
2022-10-25,101.150002,102.500000,100.699997,101.199997,98.001404,37163180
2022-10-27,102.250000,104.650002,102.050003,104.199997,100.906578,74349009
