Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,1525.800049,1545.900024,1521.150024,1536.199951,1479.534668,5494819
2022-09-13,1551.900024,1553.000000,1541.300049,1544.949951,1487.961792,4947158
2022-09-14,1497.000000,1498.949951,1472.000000,1475.400024,1420.977417,14332197
2022-09-15,1475.000000,1475.199951,1429.050049,1432.800049,1379.948730,12784100
2022-09-16,1425.000000,1425.000000,1368.349976,1377.050049,1326.255249,20464045
2022-09-19,1392.000000,1406.000000,1380.599976,1390.300049,1339.016357,6595241
2022-09-20,1407.949951,1413.550049,1385.099976,1388.550049,1337.331055,7219797
2022-09-21,1379.900024,1388.800049,1368.400024,1377.250000,1326.447754,7917054
2022-09-22,1366.349976,1383.949951,1360.000000,1367.949951,1317.490845,9168498
2022-09-23,1367.500000,1394.800049,1362.000000,1365.449951,1315.083008,10426200
2022-09-26,1360.000000,1399.449951,1355.000000,1380.250000,1329.337036,9414587
2022-09-27,1393.449951,1406.500000,1378.000000,1393.550049,1342.146484,8561254
2022-09-28,1379.000000,1405.849976,1377.000000,1394.699951,1343.254028,7022098
2022-09-29,1404.900024,1409.849976,1393.000000,1398.650024,1347.058472,6119965
2022-09-30,1388.949951,1419.300049,1376.000000,1413.449951,1361.312378,8120130
2022-10-03,1412.000000,1412.000000,1386.000000,1393.750000,1342.339233,4943169
2022-10-04,1419.699951,1432.250000,1414.000000,1429.400024,1376.674194,6631341
2022-10-06,1445.000000,1459.800049,1444.099976,1455.150024,1401.474365,6180672
2022-10-07,1446.349976,1457.849976,1440.150024,1451.199951,1397.670044,3994466
2022-10-10,1426.349976,1465.000000,1426.349976,1462.650024,1408.697754,5274677
2022-10-11,1462.650024,1479.650024,1420.099976,1423.800049,1371.280762,12824774
2022-10-12,1437.000000,1441.099976,1413.550049,1428.699951,1375.999878,5481467
2022-10-13,1431.000000,1437.949951,1415.000000,1419.900024,1367.524536,4821514
2022-10-14,1485.000000,1494.000000,1467.250000,1474.250000,1419.869629,14990688
2022-10-17,1476.900024,1495.000000,1475.500000,1489.949951,1434.990601,4286396
2022-10-18,1510.000000,1510.949951,1497.250000,1503.699951,1448.233521,4692004
2022-10-19,1504.000000,1504.949951,1481.300049,1485.449951,1430.656738,3553171
2022-10-20,1475.000000,1504.000000,1474.199951,1500.900024,1445.536865,4583939
2022-10-21,1500.300049,1506.000000,1491.349976,1500.500000,1445.151367,3594485
2022-10-24,1518.500000,1521.800049,1511.000000,1517.849976,1461.861450,982837
2022-10-25,1528.099976,1532.900024,1521.050049,1526.300049,1469.999878,3914341
2022-10-27,1530.800049,1534.900024,1512.500000,1523.949951,1483.776733,6760137
2022-10-28,1526.000000,1527.949951,1507.000000,1513.250000,1473.358765,3053981
2022-10-31,1530.250000,1546.400024,1530.250000,1537.650024,1497.115601,4542336
2022-11-01,1553.050049,1575.000000,1547.099976,1573.000000,1531.533813,4542692
2022-11-02,1572.000000,1572.750000,1545.000000,1553.300049,1512.353149,2938906
2022-11-03,1538.750000,1543.900024,1521.650024,1530.750000,1490.397583,3174027
2022-11-04,1520.449951,1520.449951,1501.150024,1514.000000,1474.089111,4509682
2022-11-07,1521.400024,1527.900024,1491.099976,1507.449951,1467.711670,4898592
2022-11-09,1529.000000,1529.000000,1501.099976,1511.199951,1471.362793,3334755
2022-11-10,1485.000000,1512.000000,1485.000000,1501.949951,1462.356689,3435763
2022-11-11,1546.650024,1573.500000,1546.650024,1570.099976,1528.710205,7214098
2022-11-14,1575.150024,1591.400024,1568.449951,1585.300049,1543.509521,4908813
2022-11-15,1577.849976,1597.849976,1572.750000,1594.000000,1551.980225,3497614
2022-11-16,1597.150024,1609.000000,1593.500000,1602.800049,1560.548218,4497697
2022-11-17,1597.199951,1602.800049,1582.949951,1587.400024,1545.554199,3469515
2022-11-18,1591.699951,1598.000000,1575.500000,1593.400024,1551.395996,3126064
2022-11-21,1582.099976,1587.849976,1564.050049,1568.199951,1526.860229,3071764
2022-11-22,1569.000000,1588.000000,1562.000000,1585.050049,1543.266113,3399329
2022-11-23,1588.900024,1592.000000,1579.300049,1583.150024,1541.416260,3245067
2022-11-24,1589.000000,1636.000000,1584.750000,1629.800049,1586.836426,5282215
2022-11-25,1631.400024,1644.000000,1613.800049,1635.650024,1592.532227,4563255
2022-11-28,1628.000000,1653.500000,1620.000000,1623.400024,1580.605225,3825766
2022-11-29,1621.199951,1638.750000,1615.050049,1629.050049,1586.106323,3131710
2022-11-30,1619.949951,1645.750000,1613.150024,1634.949951,1591.850708,11868134
2022-12-01,1656.199951,1672.599976,1652.300049,1657.099976,1613.416748,5407928
2022-12-02,1656.000000,1661.800049,1633.949951,1637.900024,1594.722900,4283343
2022-12-05,1638.000000,1644.849976,1623.300049,1639.750000,1596.524170,3824966
2022-12-06,1625.000000,1626.000000,1607.550049,1612.900024,1570.382080,4822398
2022-12-07,1608.000000,1623.800049,1596.699951,1605.500000,1563.177124,4898087
2022-12-08,1605.500000,1623.900024,1598.500000,1620.150024,1577.440918,4206837
2022-12-09,1628.000000,1628.000000,1561.099976,1569.300049,1527.931396,8880658
2022-12-12,1550.000000,1565.949951,1530.050049,1547.199951,1506.413940,8037679
2022-12-13,1547.199951,1577.500000,1541.150024,1572.150024,1530.706177,6135067
2022-12-14,1582.000000,1588.500000,1573.000000,1579.400024,1537.765015,4976020
2022-12-15,1569.300049,1570.000000,1535.250000,1540.500000,1499.890503,6443866
2022-12-16,1525.000000,1549.500000,1512.050049,1522.199951,1482.072876,9630453
2022-12-19,1507.949951,1516.900024,1495.050049,1507.349976,1467.614380,6222740
2022-12-20,1501.000000,1516.000000,1482.449951,1507.300049,1467.565796,7396259
2022-12-21,1515.000000,1521.000000,1502.349976,1509.550049,1469.756348,6236361
2022-12-22,1521.500000,1529.949951,1511.750000,1522.050049,1481.926880,6302640
2022-12-23,1508.699951,1509.900024,1493.000000,1497.099976,1457.634521,6283822
2022-12-26,1500.500000,1509.900024,1496.349976,1502.400024,1462.794922,4115459
2022-12-27,1509.949951,1521.449951,1497.500000,1514.849976,1474.916626,4860076
2022-12-28,1505.099976,1524.949951,1498.500000,1510.150024,1470.340576,5029860
2022-12-29,1504.000000,1521.300049,1501.000000,1517.550049,1477.545532,4624745
2022-12-30,1528.000000,1530.400024,1504.050049,1508.199951,1468.441895,5060544
2023-01-02,1514.000000,1526.500000,1504.050049,1524.000000,1483.825439,3801140
2023-01-03,1519.849976,1532.650024,1515.099976,1522.550049,1482.413818,4551130
2023-01-04,1521.000000,1521.000000,1491.099976,1494.800049,1455.395264,7059590
