Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,2591.000000,2605.000000,2574.000000,2580.399902,2542.437012,1595709
2022-09-13,2598.000000,2609.000000,2579.000000,2586.600098,2548.546143,1342130
2022-09-14,2550.000000,2606.000000,2546.699951,2571.399902,2533.569580,1610054
2022-09-15,2580.000000,2598.800049,2551.000000,2560.399902,2522.731201,1199906
2022-09-16,2555.000000,2563.850098,2518.649902,2528.149902,2490.955811,2516820
2022-09-19,2531.000000,2588.000000,2508.050049,2579.250000,2541.304199,1166725
2022-09-20,2598.600098,2621.500000,2579.600098,2583.550049,2545.540771,1253333
2022-09-21,2582.000000,2646.750000,2580.000000,2623.600098,2585.001709,1960049
2022-09-22,2623.100098,2701.250000,2620.050049,2692.750000,2653.134277,2620240
2022-09-23,2697.899902,2723.750000,2674.000000,2682.050049,2642.591797,1789791
2022-09-26,2668.500000,2729.000000,2643.050049,2660.550049,2621.407959,2678551
2022-09-27,2676.000000,2713.750000,2653.399902,2679.250000,2639.833008,1898501
2022-09-28,2669.949951,2708.750000,2652.050049,2702.100098,2662.346680,1526197
2022-09-29,2711.100098,2727.000000,2691.100098,2700.550049,2660.819580,2019666
2022-09-30,2707.000000,2714.899902,2667.899902,2696.449951,2656.779785,1340054
2022-10-03,2723.000000,2734.000000,2617.550049,2622.500000,2583.917725,1683197
2022-10-04,2650.000000,2676.500000,2634.149902,2667.949951,2628.698975,1327939
2022-10-06,2681.300049,2692.300049,2605.050049,2614.000000,2575.542725,1752351
2022-10-07,2611.899902,2613.000000,2575.000000,2599.699951,2561.453369,1025923
2022-10-10,2570.000000,2610.699951,2542.000000,2605.600098,2567.266602,1043728
2022-10-11,2610.000000,2610.550049,2545.000000,2550.649902,2513.124756,1129783
2022-10-12,2563.449951,2604.600098,2554.199951,2591.350098,2553.226318,882873
2022-10-13,2583.000000,2607.149902,2562.899902,2566.399902,2528.643066,753331
2022-10-14,2590.000000,2624.899902,2570.199951,2575.800049,2537.904785,1001536
2022-10-17,2573.600098,2609.949951,2568.000000,2590.550049,2552.437744,778918
2022-10-18,2620.000000,2642.000000,2597.000000,2602.250000,2563.965820,1123374
2022-10-19,2615.300049,2617.500000,2578.399902,2583.000000,2544.998779,1241979
2022-10-20,2568.149902,2610.000000,2568.149902,2600.899902,2562.635498,1428125
2022-10-21,2606.000000,2666.750000,2606.000000,2653.899902,2614.855713,2458302
2022-10-24,2610.100098,2640.000000,2550.000000,2573.100098,2535.244629,719908
2022-10-25,2586.000000,2586.000000,2500.000000,2505.399902,2468.540527,2923789
2022-10-27,2494.000000,2530.000000,2488.000000,2519.000000,2481.940674,1846329
2022-10-28,2526.100098,2550.899902,2512.000000,2524.250000,2487.113281,1164951
2022-10-31,2545.000000,2572.000000,2542.050049,2550.699951,2513.174072,1324443
2022-11-01,2569.000000,2575.850098,2547.600098,2551.800049,2531.127441,1280132
2022-11-02,2564.000000,2564.000000,2501.399902,2518.300049,2497.898926,1338284
2022-11-03,2515.699951,2549.000000,2508.300049,2546.350098,2525.721680,730444
2022-11-04,2544.949951,2546.000000,2515.250000,2520.350098,2499.932373,889055
2022-11-07,2531.100098,2552.000000,2517.000000,2532.800049,2512.281494,1283685
2022-11-09,2510.000000,2544.899902,2492.649902,2508.800049,2488.475830,1436444
2022-11-10,2504.000000,2538.000000,2501.050049,2513.600098,2493.237061,1459152
2022-11-11,2545.000000,2546.800049,2495.000000,2503.050049,2482.772461,1162847
2022-11-14,2506.800049,2513.750000,2455.149902,2457.800049,2437.888916,2137131
2022-11-15,2457.800049,2469.000000,2444.149902,2457.500000,2437.591309,1558333
2022-11-16,2463.550049,2483.000000,2428.100098,2477.850098,2457.776611,1330395
2022-11-17,2479.949951,2498.000000,2454.250000,2460.000000,2440.071045,960476
2022-11-18,2470.000000,2488.550049,2448.850098,2483.699951,2463.579102,1075675
2022-11-21,2483.699951,2512.000000,2470.050049,2501.399902,2481.135742,1354881
2022-11-22,2505.899902,2524.000000,2497.000000,2515.699951,2495.319824,921265
2022-11-23,2521.000000,2525.000000,2502.000000,2507.350098,2487.037598,734152
2022-11-24,2517.000000,2560.000000,2511.149902,2549.149902,2528.498779,999929
2022-11-25,2555.000000,2555.399902,2518.199951,2537.449951,2516.893555,783480
2022-11-28,2527.000000,2542.500000,2521.800049,2525.199951,2504.742920,830905
2022-11-29,2527.199951,2639.949951,2527.199951,2634.199951,2612.859863,2542932
2022-11-30,2634.000000,2698.000000,2623.000000,2684.350098,2662.603760,3698270
2022-12-01,2680.000000,2683.000000,2646.850098,2662.850098,2641.277832,1675569
2022-12-02,2660.000000,2660.000000,2607.149902,2615.100098,2593.914795,2101890
2022-12-05,2600.000000,2625.000000,2585.149902,2619.850098,2598.626221,1640511
2022-12-06,2606.800049,2659.949951,2603.850098,2654.550049,2633.045166,1484562
2022-12-07,2660.050049,2719.800049,2656.250000,2707.350098,2685.417480,2368561
2022-12-08,2695.050049,2711.050049,2685.750000,2705.449951,2683.532715,1314703
2022-12-09,2724.699951,2741.600098,2711.250000,2722.250000,2700.196533,1883397
2022-12-12,2702.199951,2724.000000,2688.649902,2717.250000,2695.237061,1163204
2022-12-13,2717.000000,2720.000000,2697.800049,2710.300049,2688.343506,1265839
2022-12-14,2720.000000,2720.000000,2671.350098,2684.649902,2662.901123,886858
2022-12-15,2668.350098,2683.250000,2648.449951,2663.250000,2641.674561,990722
2022-12-16,2668.000000,2687.699951,2653.300049,2671.300049,2649.659424,1793864
2022-12-19,2671.300049,2720.000000,2671.300049,2718.100098,2696.080322,1546941
2022-12-20,2706.000000,2706.050049,2653.250000,2674.550049,2652.883057,827567
2022-12-21,2687.949951,2695.149902,2650.100098,2666.199951,2644.600586,779092
2022-12-22,2676.500000,2688.500000,2642.000000,2645.350098,2623.919678,852567
2022-12-23,2632.000000,2649.550049,2608.050049,2621.100098,2599.866211,1189702
2022-12-26,2620.949951,2637.850098,2606.750000,2617.449951,2596.245605,605144
2022-12-27,2625.000000,2634.899902,2575.250000,2593.250000,2572.241699,870960
2022-12-28,2593.000000,2603.100098,2578.100098,2583.600098,2562.669922,822651
2022-12-29,2580.250000,2583.300049,2539.399902,2568.050049,2547.245850,1345863
2022-12-30,2579.949951,2586.449951,2555.199951,2561.050049,2540.302490,696432
2023-01-02,2573.899902,2580.050049,2538.050049,2558.399902,2537.673828,681703
2023-01-03,2550.050049,2562.000000,2535.000000,2542.050049,2521.456543,821843
2023-01-04,2550.500000,2558.399902,2527.050049,2536.100098,2515.554688,1672649
2023-01-05,2537.550049,2591.949951,2537.500000,2583.699951,2562.769043,2008493
2023-01-06,2580.000000,2611.899902,2574.899902,2576.449951,2555.577637,991782
2023-01-09,2589.350098,2629.449951,2570.000000,2624.050049,2602.792236,1267078
2023-01-10,2624.050049,2653.350098,2615.100098,2643.850098,2622.431885,1413088
2023-01-11,2644.000000,2647.850098,2588.100098,2593.250000,2572.241699,1471687
2023-01-12,2586.100098,2602.600098,2572.750000,2590.050049,2569.067627,1703829
2023-01-13,2590.199951,2639.250000,2566.649902,2624.000000,2602.742432,1348015
2023-01-16,2627.949951,2627.949951,2584.000000,2597.100098,2576.060547,930068
2023-01-17,2605.449951,2675.000000,2601.800049,2667.550049,2645.939697,1892865
2023-01-18,2668.000000,2693.500000,2660.000000,2686.199951,2664.438721,2038075
2023-01-19,2670.100098,2679.300049,2611.899902,2649.750000,2628.283936,1649842
2023-01-20,2550.000000,2605.000000,2536.050049,2548.750000,2528.102051,4569549
2023-01-23,2560.000000,2604.000000,2552.000000,2596.399902,2575.365967,1388360
2023-01-24,2604.000000,2610.000000,2580.800049,2600.500000,2579.432861,1462462
2023-01-25,2600.500000,2642.000000,2594.000000,2622.350098,2601.105957,1591810
2023-01-27,2635.500000,2646.550049,2578.199951,2612.149902,2590.988525,1581382
2023-01-30,2610.000000,2610.000000,2530.199951,2568.149902,2547.344971,2744039
2023-01-31,2568.000000,2590.199951,2541.199951,2576.750000,2555.875244,2366794
2023-02-01,2600.199951,2603.000000,2546.850098,2574.250000,2553.395508,2014615
2023-02-02,2569.500000,2639.750000,2563.000000,2634.850098,2613.504639,1980667
2023-02-03,2640.000000,2657.449951,2631.149902,2648.750000,2627.291992,1638238
2023-02-06,2631.000000,2645.000000,2599.750000,2637.600098,2616.232422,1697446
2023-02-07,2645.000000,2645.550049,2595.300049,2601.199951,2580.127197,1495745
2023-02-08,2592.699951,2607.500000,2578.350098,2582.800049,2561.876465,1061956
2023-02-09,2587.000000,2599.899902,2566.000000,2586.699951,2565.744629,1102484
2023-02-10,2585.000000,2586.649902,2555.350098,2577.500000,2556.619141,1523011
2023-02-13,2560.000000,2590.750000,2550.000000,2581.000000,2560.090820,1146525
2023-02-14,2585.000000,2602.000000,2570.199951,2579.600098,2558.702393,1944364
2023-02-15,2550.000000,2571.800049,2537.000000,2548.449951,2527.804443,2009134
2023-02-16,2560.000000,2561.899902,2522.850098,2527.100098,2506.627686,1982857
2023-02-17,2525.000000,2546.250000,2506.899902,2515.500000,2495.121582,1395341
2023-02-20,2518.000000,2543.000000,2508.199951,2511.449951,2491.104248,632091
2023-02-21,2528.000000,2543.949951,2512.300049,2516.149902,2495.766113,862797
2023-02-22,2516.149902,2523.550049,2482.750000,2494.050049,2473.845459,885515
2023-02-23,2492.000000,2515.899902,2480.100098,2490.649902,2470.472656,757215
2023-02-24,2492.199951,2511.250000,2471.949951,2484.199951,2464.074951,732783
2023-02-27,2487.000000,2487.000000,2456.000000,2468.149902,2448.155029,853991
2023-02-28,2469.750000,2474.350098,2435.649902,2460.649902,2440.715820,1780454
2023-03-01,2458.000000,2470.000000,2448.000000,2466.250000,2446.270508,967339
2023-03-02,2466.250000,2470.000000,2444.000000,2455.350098,2435.458984,827174
2023-03-03,2466.000000,2489.899902,2455.649902,2471.000000,2450.981934,1176008
2023-03-06,2481.949951,2498.850098,2475.600098,2484.850098,2464.719971,1214503
2023-03-08,2487.000000,2501.399902,2467.199951,2485.100098,2464.967773,1448340
2023-03-09,2484.850098,2491.949951,2456.899902,2461.399902,2441.459717,1038910
2023-03-10,2450.000000,2470.500000,2445.100098,2465.449951,2445.477051,772024
2023-03-13,2466.000000,2488.500000,2445.000000,2455.100098,2435.210938,1314549
2023-03-14,2462.000000,2472.000000,2439.750000,2442.449951,2422.663330,1250763
2023-03-15,2451.899902,2459.500000,2393.000000,2406.100098,2386.607910,1738040
2023-03-16,2424.949951,2469.300049,2407.750000,2459.350098,2439.426514,1628035
2023-03-17,2471.649902,2483.199951,2439.800049,2447.399902,2427.572998,2127178
2023-03-20,2447.399902,2516.649902,2425.000000,2511.199951,2490.856201,1561128
2023-03-21,2515.000000,2523.250000,2458.750000,2462.600098,2442.650146,1595161
2023-03-22,2472.600098,2481.399902,2454.399902,2476.350098,2456.288818,1063244
2023-03-23,2475.000000,2500.050049,2466.000000,2485.100098,2464.967773,1578627
2023-03-24,2472.199951,2497.899902,2470.000000,2480.800049,2460.702637,1449326
2023-03-27,2485.000000,2505.000000,2464.000000,2499.000000,2478.755127,1387736
2023-03-28,2509.800049,2513.500000,2471.899902,2482.800049,2462.686523,1412387
2023-03-29,2485.000000,2539.800049,2480.050049,2530.850098,2510.347168,2613254
2023-03-31,2558.800049,2568.449951,2516.550049,2560.350098,2539.608398,2146167
2023-04-03,2570.000000,2570.000000,2515.050049,2536.100098,2515.554688,918048
2023-04-05,2512.500000,2588.550049,2502.000000,2582.750000,2561.826660,1489612
2023-04-06,2575.000000,2585.000000,2553.000000,2565.250000,2544.468506,797414
2023-04-10,2565.250000,2568.949951,2525.000000,2532.149902,2511.636475,853322
2023-04-11,2540.000000,2555.000000,2533.000000,2547.750000,2527.110352,913184
2023-04-12,2556.000000,2556.000000,2518.649902,2528.949951,2508.462402,1109809
2023-04-13,2525.000000,2562.350098,2525.000000,2536.199951,2515.653809,1261711
2023-04-17,2573.000000,2579.000000,2541.399902,2551.850098,2531.177246,1566977
2023-04-18,2560.000000,2560.000000,2530.000000,2541.050049,2520.464600,1474786
2023-04-19,2548.000000,2548.000000,2510.250000,2531.600098,2511.091309,1320243
2023-04-20,2517.800049,2532.399902,2480.000000,2492.600098,2472.407227,1401364
2023-04-21,2492.000000,2509.500000,2485.649902,2497.949951,2477.713623,1206288
2023-04-24,2502.000000,2504.899902,2475.100098,2499.750000,2479.499023,1735797
2023-04-25,2490.850098,2499.750000,2478.050049,2490.449951,2470.274414,1701098
2023-04-26,2490.000000,2518.000000,2482.199951,2510.800049,2490.459717,1245903
2023-04-27,2513.949951,2522.000000,2457.000000,2468.949951,2448.948486,2743893
